ds,yhat,yhat_lower,yhat_upper,model
1970-11-15 00:00:00.000001959,289453.00000000064,243952.80231491275,334953.1976850885,arima
1970-11-16 00:00:00.000001959,290147.33333333395,244575.65061173317,335719.0160549347,arima
1970-11-17 00:00:00.000001959,290841.66666666727,245198.6108665303,336484.7224668042,arima
1970-11-18 00:00:00.000001959,291536.0000000006,245821.6825549092,337250.31744509196,arima
1970-11-19 00:00:00.000001959,292230.3333333339,246444.86515655584,338015.80151011195,arima
1970-11-20 00:00:00.000001959,292924.6666666672,247068.1581551928,338781.1751781416,arima
1970-11-21 00:00:00.000001959,293619.0000000005,247691.5610385355,339546.43896146555,arima
1970-11-22 00:00:00.000001959,294313.33333333384,248315.07329824916,340311.5933684185,arima
1970-11-23 00:00:00.000001959,295007.66666666715,248938.69442990638,341076.6389034279,arima
1970-11-24 00:00:00.000001959,295702.00000000047,249562.4239329449,341841.57606705604,arima
1970-11-25 00:00:00.000001959,296396.3333333338,250186.2613106267,342606.40535604086,arima
1970-11-26 00:00:00.000001959,297090.6666666671,250810.20606999687,343371.1272633373,arima
1970-11-27 00:00:00.000001959,297785.0000000004,251434.25772184355,344135.74227815727,arima
1970-11-28 00:00:00.000001959,298479.3333333337,252058.4157806583,344900.25088600913,arima
1970-11-29 00:00:00.000001959,299173.66666666704,252682.6797645969,345664.65356873715,arima
1970-11-30 00:00:00.000001959,299868.00000000035,253307.04919544066,346428.95080456004,arima
1970-12-01 00:00:00.000001959,300562.33333333366,253931.52359855856,347193.14306810877,arima
1970-12-02 00:00:00.000001959,301256.666666667,254556.10250286947,347957.23083046445,arima
1970-12-03 00:00:00.000001959,301951.0000000003,255180.78544080528,348721.21455919533,arima
1970-12-04 00:00:00.000001959,302645.3333333336,255805.57194827416,349485.09471839305,arima
1970-12-05 00:00:00.000001959,303339.6666666669,256430.46156462457,350248.8717687093,arima
1970-12-06 00:00:00.000001959,304034.00000000023,257055.45383260967,351012.54616739077,arima
1970-12-07 00:00:00.000001959,304728.33333333355,257680.54829835217,351776.1183683149,arima
1970-12-08 00:00:00.000001959,305422.66666666686,258305.7445113097,352539.58882202406,arima
1970-12-09 00:00:00.000001959,306117.0000000002,258931.0420242405,353302.95797575987,arima
1970-12-10 00:00:00.000001959,306811.3333333335,259556.44039316985,354066.2262734971,arima
1970-12-11 00:00:00.000001959,307505.6666666668,260181.93917735657,354829.39415597706,arima
1970-12-12 00:00:00.000001959,308200.0000000001,260807.53793926025,355592.46206074,arima
1970-12-13 00:00:00.000001959,308894.33333333343,261433.23624450882,356355.43042215804,arima
1970-12-14 00:00:00.000001959,309588.66666666674,262059.0336618664,357118.2996714671,arima
1970-12-15 00:00:00.000001959,310283.00000000006,262684.92976320186,357881.07023679826,arima
1970-12-16 00:00:00.000001959,310977.3333333334,263310.9241234574,358643.74254320934,arima
1970-12-17 00:00:00.000001959,311671.6666666667,263937.0163206181,359406.31701271527,arima
1970-12-18 00:00:00.000001959,312366.0,264563.20593568106,360168.79406431894,arima
1970-12-19 00:00:00.000001959,313060.3333333333,265189.4925526257,360931.1741140409,arima
1970-12-20 00:00:00.000001959,313754.6666666666,265815.8757583841,361693.45757494913,arima
1970-12-21 00:00:00.000001959,314448.99999999994,266442.3551428117,362455.64485718816,arima
1970-12-22 00:00:00.000001959,315143.33333333326,267068.93029865826,363217.73636800825,arima
1970-12-23 00:00:00.000001959,315837.66666666657,267695.60082153964,363979.7325117935,arima
1970-12-24 00:00:00.000001959,316531.9999999999,268322.3663099094,364741.6336900904,arima
1970-12-25 00:00:00.000001959,317226.3333333332,268949.22636503115,365503.44030163524,arima
1970-12-26 00:00:00.000001959,317920.6666666665,269576.18059095106,366265.15274238196,arima
1970-12-27 00:00:00.000001959,318614.9999999998,270203.2285944706,367026.77140552906,arima
1970-12-28 00:00:00.000001959,319309.33333333314,270830.36998512,367788.29668154626,arima
1970-12-29 00:00:00.000001959,320003.66666666645,271457.60437513184,368549.72895820107,arima
1970-12-30 00:00:00.000001959,320697.99999999977,272084.9313794145,369311.068620585,arima
1970-12-31 00:00:00.000001959,321392.3333333331,272712.350615527,370072.31605113915,arima
1971-01-01 00:00:00.000001959,322086.6666666664,273339.861703653,370833.4716296798,arima
1971-01-02 00:00:00.000001959,322780.9999999997,273967.46426657593,371594.5357334235,arima
1971-01-03 00:00:00.000001959,323475.333333333,274595.15792965423,372355.5087370118,arima
1971-01-04 00:00:00.000001959,324169.66666666634,275222.94232079637,373116.3910125363,arima
1971-01-05 00:00:00.000001959,324863.99999999965,275850.81707043725,373877.18292956206,arima
1971-01-06 00:00:00.000001959,325558.33333333296,276478.78181151365,374637.8848551523,arima
1971-01-07 00:00:00.000001959,326252.6666666663,277106.83617944096,375398.4971538916,arima
1971-01-08 00:00:00.000001959,326946.9999999996,277734.97981208964,376159.02018790954,arima
1971-01-09 00:00:00.000001959,327641.3333333329,278363.2123497622,376919.4543169036,arima
1971-01-10 00:00:00.000001959,328335.6666666662,278991.53343517054,377679.7998981619,arima
1971-01-11 00:00:00.000001959,329029.99999999953,279619.9427134129,378440.05728658615,arima
1971-01-12 00:00:00.000001959,329724.33333333285,280248.4398319524,379200.2268347133,arima
1971-01-13 00:00:00.000001959,330418.66666666616,280877.02444059425,379960.3088927381,arima
1971-01-14 00:00:00.000001959,331112.9999999995,281505.6961914646,380720.30380853434,arima
1971-01-15 00:00:00.000001959,331807.3333333328,282134.45473898866,381480.2119276769,arima
1971-01-16 00:00:00.000001959,332501.6666666661,282763.29973986984,382240.0335934624,arima
1971-01-17 00:00:00.000001959,333195.9999999994,283392.23085306847,382999.76914693037,arima
1971-01-18 00:00:00.000001959,333890.33333333273,284021.2477397813,383759.4189268842,arima
1971-01-19 00:00:00.000001959,334584.66666666605,284650.35006342083,384518.98326991126,arima
1971-01-20 00:00:00.000001959,335278.99999999936,285279.53748959536,385278.46251040336,arima
1971-01-21 00:00:00.000001959,335973.3333333327,285908.8096860885,386037.8569805768,arima
1971-01-22 00:00:00.000001959,336667.666666666,286538.1663228401,386797.1670104919,arima
1971-01-23 00:00:00.000001959,337361.9999999993,287167.60707192606,387556.39292807254,arima
1971-01-24 00:00:00.000001959,338056.3333333326,287797.13160753937,388315.53505912586,arima
1971-01-25 00:00:00.000001959,338750.66666666593,288426.7396059709,389074.59372736095,arima
1971-01-26 00:00:00.000001959,339444.99999999924,289056.43074559077,389833.5692544077,arima
1971-01-27 00:00:00.000001959,340139.33333333256,289686.2047068292,390592.4619598359,arima
1971-01-28 00:00:00.000001959,340833.6666666659,290316.0611721587,391351.27216117305,arima
1971-01-29 00:00:00.000001959,341527.9999999992,290945.9998260754,392110.000173923,arima
1971-01-30 00:00:00.000001959,342222.3333333325,291576.02035508107,392868.6463115839,arima
1971-01-31 00:00:00.000001959,342916.6666666658,292206.12244766566,393627.21088566596,arima
1971-02-01 00:00:00.000001959,343610.9999999991,292836.30579428934,394385.6942057089,arima
1971-02-02 00:00:00.000001959,344305.33333333244,293466.5700873652,395144.09657929966,arima
1971-02-03 00:00:00.000001959,344999.66666666575,294096.9150212421,395902.4183120894,arima
1971-02-04 00:00:00.000001959,345693.99999999907,294727.34029218764,396660.6597078105,arima
1971-02-05 00:00:00.000001959,346388.3333333324,295357.84559837123,397418.82106829353,arima
1971-02-06 00:00:00.000001959,347082.6666666657,295988.43063984765,398176.90269348375,arima
1971-02-07 00:00:00.000001959,347776.999999999,296619.09511854046,398934.90488145757,arima
1971-02-08 00:00:00.000001959,348471.3333333323,297249.83873822575,399692.8279284389,arima
1971-02-09 00:00:00.000001959,349165.66666666564,297880.6612045162,400450.6721288151,arima
1971-02-10 00:00:00.000001959,349859.99999999895,298511.5622248449,401208.437775153,arima
1971-02-11 00:00:00.000001959,350554.33333333227,299142.54150844994,401966.1251582146,arima
1971-02-12 00:00:00.000001959,351248.6666666656,299773.5987663586,402723.73456697253,arima
1971-02-13 00:00:00.000001959,351942.9999999989,300404.73371137236,403481.2662886254,arima
1971-02-14 00:00:00.000001959,352637.3333333322,301035.946058051,404238.7206086134,arima
1971-02-15 00:00:00.000001959,353331.6666666655,301667.2355226984,404996.09781063267,arima
1971-02-16 00:00:00.000001959,354025.99999999884,302298.6018233469,405753.39817665075,arima
1971-02-17 00:00:00.000001959,354720.33333333215,302930.04467974324,406510.62198692106,arima
1971-02-18 00:00:00.000001959,355414.66666666546,303561.56381333346,407267.76951999747,arima
1971-02-19 00:00:00.000001959,356108.9999999988,304193.1589472488,408024.8410527487,arima
1971-02-20 00:00:00.000001959,356803.3333333321,304824.8298062915,408781.8368603727,arima
1971-02-21 00:00:00.000001959,357497.6666666654,305456.57611692057,409538.75721641025,arima
1971-02-22 00:00:00.000001959,358191.9999999987,306088.3976072379,410295.6023927595,arima
1971-02-23 00:00:00.000001959,358886.33333333203,306720.2940069745,411052.3726596896,arima
1971-02-24 00:00:00.000001959,359580.66666666535,307352.26504747686,411809.06828585383,arima
1971-02-25 00:00:00.000001959,360274.99999999866,307984.31046169344,412565.6895383039,arima
1971-02-26 00:00:00.000001959,360969.333333332,308616.42998416146,413322.2366825025,arima
1971-02-27 00:00:00.000001959,361663.6666666653,309248.6233509934,414078.7099823372,arima
1971-02-28 00:00:00.000001959,362357.9999999986,309880.8902998643,414835.1097001329,arima
1971-03-01 00:00:00.000001959,363052.3333333319,310513.23056999856,415591.4360966653,arima
1971-03-02 00:00:00.000001959,363746.66666666523,311145.64390215743,416347.689431173,arima
1971-03-03 00:00:00.000001959,364440.99999999854,311778.13003862597,417103.8699613711,arima
1971-03-04 00:00:00.000001959,365135.33333333186,312410.68872320093,417859.9779434628,arima
1971-03-05 00:00:00.000001959,365829.6666666652,313043.3197011782,418616.0136321522,arima
1971-03-06 00:00:00.000001959,366523.9999999985,313676.0227193404,419371.9772806566,arima
1971-03-07 00:00:00.000001959,367218.3333333318,314308.79752594524,420127.86914071837,arima
1971-03-08 00:00:00.000001959,367912.6666666651,314941.6438707129,420883.68946261733,arima
1971-03-09 00:00:00.000001959,368606.9999999984,315574.56150481454,421639.4384951823,arima
1971-03-10 00:00:00.000001959,369301.33333333174,316207.55018086056,422395.1164858029,arima
1971-03-11 00:00:00.000001959,369995.66666666506,316840.60965288884,423150.72368044127,arima
1971-03-12 00:00:00.000001959,370689.99999999837,317473.7396763532,423906.26032364357,arima
1971-03-13 00:00:00.000001959,371384.3333333317,318106.94000811223,424661.72665855114,arima
1971-03-14 00:00:00.000001959,372078.666666665,318740.2104064177,425417.12292691227,arima
1971-03-15 00:00:00.000001959,372772.9999999983,319373.55063090386,426172.44936909276,arima
1971-03-16 00:00:00.000001959,373467.3333333316,320006.96044257586,426927.7062240874,arima
1971-03-17 00:00:00.000001959,374161.66666666494,320640.4396037993,427682.89372953057,arima
1971-03-18 00:00:00.000001959,374855.99999999825,321273.9878782891,428438.01212170743,arima
1971-03-19 00:00:00.000001959,375550.33333333157,321907.6050310988,429193.0616355643,arima
1971-03-20 00:00:00.000001959,376244.6666666649,322541.2908286104,429948.04250471934,arima
1971-03-21 00:00:00.000001959,376938.9999999982,323175.04503852327,430702.9549614731,arima
1971-03-22 00:00:00.000001959,377633.3333333315,323808.86742984416,431457.79923681886,arima
1971-03-23 00:00:00.000001959,378327.6666666648,324442.75777287676,432212.5755604529,arima
1971-03-24 00:00:00.000001959,379021.99999999814,325076.71583921154,432967.28416078474,arima
1971-03-25 00:00:00.000001959,379716.33333333145,325710.7414017159,433721.925264947,arima
1971-03-26 00:00:00.000001959,380410.66666666477,326344.83423452376,434476.49909880577,arima
1971-03-27 00:00:00.000001959,381104.9999999981,326978.9941130261,435231.00588697003,arima
1971-03-28 00:00:00.000001959,381799.3333333314,327613.2208138611,435985.44585280167,arima
1971-03-29 00:00:00.000001959,382493.6666666647,328247.51411490433,436739.8192184251,arima
1971-03-30 00:00:00.000001959,383187.999999998,328881.8737952591,437494.12620473694,arima
1971-03-31 00:00:00.000001959,383882.33333333133,329516.2996352474,438248.3670314153,arima
1971-04-01 00:00:00.000001959,384576.66666666465,330150.7914164,439002.5419169293,arima
1971-04-02 00:00:00.000001959,385270.99999999796,330785.3489214475,439756.6510785484,arima
1971-04-03 00:00:00.000001959,385965.3333333313,331419.9719343112,440510.69473235135,arima
1971-04-04 00:00:00.000001959,386659.6666666646,332054.6602400934,441264.67309323576,arima
1971-04-05 00:00:00.000001959,387353.9999999979,332689.4136250691,442018.58637492673,arima
1971-04-06 00:00:00.000001959,388048.3333333312,333324.23187667667,442772.43478998577,arima
1971-04-07 00:00:00.000001959,388742.66666666453,333959.11478350905,443526.21854982,arima
1971-04-08 00:00:00.000001959,389436.99999999785,334594.06213530496,444279.9378646907,arima
1971-04-09 00:00:00.000001959,390131.33333333116,335229.0737229405,445033.5929437218,arima
1971-04-10 00:00:00.000001959,390825.6666666645,335864.14933842013,445787.1839949088,arima
1971-04-11 00:00:00.000001959,391519.9999999978,336499.2887748685,446540.7112251271,arima
1971-04-12 00:00:00.000001959,392214.3333333311,337134.4918265217,447294.1748401405,arima
1971-04-13 00:00:00.000001959,392908.6666666644,337769.75828871946,448047.5750446094,arima
1971-04-14 00:00:00.000001959,393602.99999999773,338405.0879578962,448800.9120420993,arima
1971-04-15 00:00:00.000001959,394297.33333333104,339040.4806315733,449554.1860350888,arima
1971-04-16 00:00:00.000001959,394991.66666666436,339675.936108351,450307.3972249777,arima
1971-04-17 00:00:00.000001959,395685.9999999977,340311.4541879001,451060.5458120952,arima
1971-04-18 00:00:00.000001959,396380.333333331,340947.0346709542,451813.63199570775,arima
1971-04-19 00:00:00.000001959,397074.6666666643,341582.67735930183,452566.65597402677,arima
1971-04-20 00:00:00.000001959,397768.9999999976,342218.38205577846,453319.61794421676,arima
1971-04-21 00:00:00.000001959,398463.3333333309,342854.14856425906,454072.5181024028,arima
1971-04-22 00:00:00.000001959,399157.66666666424,343489.97668965027,454825.3566436782,arima
1971-04-23 00:00:00.000001959,399851.99999999756,344125.86623788276,455578.13376211235,arima
1971-04-24 00:00:00.000001959,400546.33333333087,344761.8170159038,456330.8496507579,arima
1971-04-25 00:00:00.000001959,401240.6666666642,345397.82883167005,457083.5045016583,arima
1971-04-26 00:00:00.000001959,401934.9999999975,346033.90149413963,457836.09850585536,arima
1971-04-27 00:00:00.000001959,402629.3333333308,346670.03481326543,458588.6318533962,arima
1971-04-28 00:00:00.000001959,403323.6666666641,347306.2285999874,459341.10473334085,arima
1971-04-29 00:00:00.000001959,404017.99999999744,347942.4826662257,460093.5173337692,arima
1971-04-30 00:00:00.000001959,404712.33333333075,348578.79682487354,460845.86984178796,arima
1971-05-01 00:00:00.000001959,405406.66666666407,349215.1708897899,461598.16244353825,arima
1971-05-02 00:00:00.000001959,406100.9999999974,349851.60467579286,462350.3953242019,arima
1971-05-03 00:00:00.000001959,406795.3333333307,350488.09799865267,463102.5686680087,arima
1971-05-04 00:00:00.000001959,407489.666666664,351124.6506750848,463854.6826582432,arima
1971-05-05 00:00:00.000001959,408183.9999999973,351761.2625227431,464606.73747725156,arima
1971-05-06 00:00:00.000001959,408878.33333333064,352397.9333602132,465358.7333064481,arima
1971-05-07 00:00:00.000001959,409572.66666666395,353034.66300700605,466110.67032632185,arima
1971-05-08 00:00:00.000001959,410266.99999999726,353671.4512835508,466862.5487164437,arima
1971-05-09 00:00:00.000001959,410961.3333333306,354308.2980111889,467614.36865547224,arima
1971-05-10 00:00:00.000001959,411655.6666666639,354945.20301216707,468366.1303211607,arima
1971-05-11 00:00:00.000001959,412349.9999999972,355582.1661096313,469117.8338903631,arima
1971-05-12 00:00:00.000001959,413044.3333333305,356219.1871276203,469869.47953904077,arima
1971-05-13 00:00:00.000001959,413738.66666666383,356856.2658910591,470621.06744226854,arima
1971-05-14 00:00:00.000001959,414432.99999999715,357493.40222575323,471372.59777424106,arima
1971-05-15 00:00:00.000001959,415127.33333333046,358130.59595838195,472124.070708279,arima
1971-05-16 00:00:00.000001959,415821.6666666638,358767.84691649256,472875.486416835,arima
1971-05-17 00:00:00.000001959,416515.9999999971,359405.1549284943,473626.8450714999,arima
1971-05-18 00:00:00.000001959,417210.3333333304,360042.51982365205,474378.14684300876,arima
1971-05-19 00:00:00.000001959,417904.6666666637,360679.9414320806,475129.39190124685,arima
1971-05-20 00:00:00.000001959,418598.99999999703,361317.41958473873,475880.58041525533,arima
1971-05-21 00:00:00.000001959,419293.33333333035,361954.95411342324,476631.71255323745,arima
1971-05-22 00:00:00.000001959,419987.66666666366,362592.5448507633,477382.78848256404,arima
1971-05-23 00:00:00.000001959,420681.999999997,363230.19163021445,478133.8083697795,arima
1971-05-24 00:00:00.000001959,421376.3333333303,363867.8942860532,478884.7723806074,arima
1971-05-25 00:00:00.000001959,422070.6666666636,364505.65265337116,479635.68067995604,arima
1971-05-26 00:00:00.000001959,422764.9999999969,365143.46656806953,480386.5334319243,arima
1971-05-27 00:00:00.000001959,423459.3333333302,365781.33586685354,481137.3307998069,arima
1971-05-28 00:00:00.000001959,424153.66666666354,366419.2603872268,481888.07294610026,arima
1971-05-29 00:00:00.000001959,424847.99999999686,367057.2399674862,482638.76003250753,arima
1971-05-30 00:00:00.000001959,425542.33333333017,367695.274446716,483389.39221994433,arima
1971-05-31 00:00:00.000001959,426236.6666666635,368333.3636647831,484139.9696685439,arima
1971-06-01 00:00:00.000001959,426930.9999999968,368971.507462331,484890.4925376626,arima
1971-06-02 00:00:00.000001959,427625.3333333301,369609.70568077505,485640.9609858852,arima
1971-06-03 00:00:00.000001959,428319.6666666634,370247.95816229715,486391.3751710297,arima
1971-06-04 00:00:00.000001959,429013.99999999674,370886.26474984054,487141.73525015294,arima
1971-06-05 00:00:00.000001959,429708.33333333005,371524.6252871044,487892.0413795557,arima
1971-06-06 00:00:00.000001959,430402.66666666337,372163.0396185392,488642.2937147875,arima
1971-06-07 00:00:00.000001959,431096.9999999967,372801.50758934143,489392.49241065193,arima
1971-06-08 00:00:00.000001959,431791.33333333,373440.0290454485,490142.63762121147,arima
1971-06-09 00:00:00.000001959,432485.6666666633,374078.6038335341,490892.7294997925,arima
1971-06-10 00:00:00.000001959,433179.9999999966,374717.23180100287,491642.7681989904,arima
1971-06-11 00:00:00.000001959,433874.33333332994,375355.91279598593,492392.75387067394,arima
1971-06-12 00:00:00.000001959,434568.66666666325,375994.64666733576,493142.68666599074,arima
1971-06-13 00:00:00.000001959,435262.99999999657,376633.43326462165,493892.5667353715,arima
1971-06-14 00:00:00.000001959,435957.3333333299,377272.2724381246,494642.3942285352,arima
1971-06-15 00:00:00.000001959,436651.6666666632,377911.164038833,495392.1692944934,arima
1971-06-16 00:00:00.000001959,437345.9999999965,378550.1079184378,496141.8920815552,arima
1971-06-17 00:00:00.000001959,438040.3333333298,379189.10392932786,496891.5627373318,arima
1971-06-18 00:00:00.000001959,438734.66666666314,379828.1519245853,497641.181408741,arima
1971-06-19 00:00:00.000001959,439428.99999999645,380467.2517579811,498390.7482420118,arima
1971-06-20 00:00:00.000001959,440123.33333332976,381106.40328397043,499140.2633826891,arima
1971-06-21 00:00:00.000001959,440817.6666666631,381745.6063576884,499889.7269756378,arima
1971-06-22 00:00:00.000001959,441511.9999999964,382384.86083494534,500639.13916504744,arima
1971-06-23 00:00:00.000001959,442206.3333333297,383024.16657222266,501388.50009443675,arima
1971-06-24 00:00:00.000001959,442900.666666663,383663.52342666825,502137.8099066578,arima
1971-06-25 00:00:00.000001959,443594.99999999633,384302.93125609244,502887.0687439002,arima
1971-06-26 00:00:00.000001959,444289.33333332965,384942.38991896337,503636.2767476959,arima
1971-06-27 00:00:00.000001959,444983.66666666296,385581.89927440294,504385.434058923,arima
1971-06-28 00:00:00.000001959,445677.9999999963,386221.4591821827,505134.5408178099,arima
1971-06-29 00:00:00.000001959,446372.3333333296,386861.06950271927,505883.5971639399,arima
1971-06-30 00:00:00.000001959,447066.6666666629,387500.73009707074,506632.60323625506,arima
1971-07-01 00:00:00.000001959,447760.9999999962,388140.4408269321,507381.55917306035,arima
1971-07-02 00:00:00.000001959,448455.33333332953,388780.2015546312,508130.4651120279,arima
1971-07-03 00:00:00.000001959,449149.66666666284,389420.012143125,508879.3211902007,arima
1971-07-04 00:00:00.000001959,449843.99999999616,390059.87245599536,509628.12754399696,arima
1971-07-05 00:00:00.000001959,450538.3333333295,390699.782357445,510376.88430921396,arima
1971-07-06 00:00:00.000001959,451232.6666666628,391339.74171229365,511125.5916210319,arima
1971-07-07 00:00:00.000001959,451926.9999999961,391979.75038597407,511874.24961401813,arima
1971-07-08 00:00:00.000001959,452621.3333333294,392619.80824452825,512622.8584221306,arima
1971-07-09 00:00:00.000001959,453315.6666666627,393259.9151546035,513371.418178722,arima
1971-07-10 00:00:00.000001959,454009.99999999604,393900.0709834486,514119.9290165435,arima
1971-07-11 00:00:00.000001959,454704.33333332936,394540.27559891,514868.3910677487,arima
1971-07-12 00:00:00.000001959,455398.66666666267,395180.5288694282,515616.80446389713,arima
1971-07-13 00:00:00.000001959,456092.999999996,395820.83066403394,516365.169335958,arima
1971-07-14 00:00:00.000001959,456787.3333333293,396461.18085234426,517113.48581431434,arima
1971-07-15 00:00:00.000001959,457481.6666666626,397101.57930455933,517861.7540287659,arima
1971-07-16 00:00:00.000001959,458175.9999999959,397742.0258914583,518609.9741085335,arima
1971-07-17 00:00:00.000001959,458870.33333332924,398382.5204843961,519358.1461822624,arima
1971-07-18 00:00:00.000001959,459564.66666666255,399023.06295529945,520106.27037802566,arima
1971-07-19 00:00:00.000001959,460258.99999999587,399663.65317666373,520854.346823328,arima
1971-07-20 00:00:00.000001959,460953.3333333292,400304.2910215492,521602.37564510916,arima
1971-07-21 00:00:00.000001959,461647.6666666625,400944.97636357753,522350.35696974746,arima
1971-07-22 00:00:00.000001959,462341.9999999958,401585.7090769283,523098.2909230633,arima
1971-07-23 00:00:00.000001959,463036.3333333291,402226.48903633567,523846.1776303226,arima
1971-07-24 00:00:00.000001959,463730.66666666244,402867.31611708493,524594.0172162399,arima
1971-07-25 00:00:00.000001959,464424.99999999575,403508.19019500905,525341.8098049825,arima
1971-07-26 00:00:00.000001959,465119.33333332906,404149.1111464853,526089.5555201728,arima
1971-07-27 00:00:00.000001959,465813.6666666624,404790.07884843205,526837.2544848927,arima
1971-07-28 00:00:00.000001959,466507.9999999957,405431.0931783054,527584.906821686,arima
1971-07-29 00:00:00.000001959,467202.333333329,406072.1540140958,528332.5126525622,arima
1971-07-30 00:00:00.000001959,467896.6666666623,406713.2612343249,529080.0720989997,arima
1971-07-31 00:00:00.000001959,468590.99999999563,407354.4147180423,529827.585281949,arima
1971-08-01 00:00:00.000001959,469285.33333332895,407995.61434482224,530575.0523218357,arima
1971-08-02 00:00:00.000001959,469979.66666666226,408636.8599947607,531322.4733385638,arima
1971-08-03 00:00:00.000001959,470673.9999999956,409278.15154847194,532069.8484515192,arima
1971-08-04 00:00:00.000001959,471368.3333333289,409919.4888870854,532817.1777795723,arima
1971-08-05 00:00:00.000001959,472062.6666666622,410560.87189224287,533564.4614410816,arima
1971-08-06 00:00:00.000001959,472756.9999999955,411202.30044609495,534311.6995538961,arima
1971-08-07 00:00:00.000001959,473451.33333332883,411843.7744312985,535058.8922353592,arima
1971-08-08 00:00:00.000001959,474145.66666666215,412485.2937310132,535806.0396023111,arima
1971-08-09 00:00:00.000001959,474839.99999999546,413126.8582288988,536553.1417710921,arima
1971-08-10 00:00:00.000001959,475534.3333333288,413768.46780911187,537300.1988575456,arima
1971-08-11 00:00:00.000001959,476228.6666666621,414410.1223563031,538047.210977021,arima
1971-08-12 00:00:00.000001959,476922.9999999954,415051.82175561425,538794.1782443766,arima
1971-08-13 00:00:00.000001959,477617.3333333287,415693.5658926751,539541.1007739824,arima
1971-08-14 00:00:00.000001959,478311.66666666203,416335.3546536007,540287.9786797233,arima
1971-08-15 00:00:00.000001959,479005.99999999534,416977.1879249886,541034.812075002,arima
1971-08-16 00:00:00.000001959,479700.33333332866,417619.06559391576,541781.6010727416,arima
1971-08-17 00:00:00.000001959,480394.666666662,418260.98754793574,542528.3457853883,arima
1971-08-18 00:00:00.000001959,481088.9999999953,418902.953675076,543275.0463249146,arima
1971-08-19 00:00:00.000001959,481783.3333333286,419544.96386383515,544021.7028028221,arima
1971-08-20 00:00:00.000001959,482477.6666666619,420187.0180031799,544768.3153301439,arima
1971-08-21 00:00:00.000001959,483171.9999999952,420829.11598254286,545514.8840174476,arima
1971-08-22 00:00:00.000001959,483866.33333332854,421471.2576918191,546261.408974838,arima
1971-08-23 00:00:00.000001959,484560.66666666185,422113.4430213639,547007.8903119598,arima
1971-08-24 00:00:00.000001959,485254.99999999517,422755.6718619901,547754.3281380002,arima
1971-08-25 00:00:00.000001959,485949.3333333285,423397.94410496525,548500.7225616918,arima
1971-08-26 00:00:00.000001959,486643.6666666618,424040.25964200887,549247.0736913148,arima
1971-08-27 00:00:00.000001959,487337.9999999951,424682.61836529005,549993.3816347001,arima
1971-08-28 00:00:00.000001959,488032.3333333284,425325.0201674248,550739.646499232,arima
1971-08-29 00:00:00.000001959,488726.66666666174,425967.46494147344,551485.86839185,arima
1971-08-30 00:00:00.000001959,489420.99999999505,426609.9525809379,552232.0474190522,arima
1971-08-31 00:00:00.000001959,490115.33333332837,427252.48297975934,552978.1836868974,arima
1971-09-01 00:00:00.000001959,490809.6666666617,427895.0560323155,553724.2773010079,arima
1971-09-02 00:00:00.000001959,491503.999999995,428537.6716334183,554470.3283665717,arima
1971-09-03 00:00:00.000001959,492198.3333333283,429180.32967831136,555216.3369883453,arima
1971-09-04 00:00:00.000001959,492892.6666666616,429823.0300626673,555962.3032706559,arima
1971-09-05 00:00:00.000001959,493586.99999999494,430465.7726825856,556708.2273174044,arima
1971-09-06 00:00:00.000001959,494281.33333332825,431108.5574345897,557454.1092320668,arima
1971-09-07 00:00:00.000001959,494975.66666666156,431751.38421562535,558199.9491176978,arima
1971-09-08 00:00:00.000001959,495669.9999999949,432394.2529230573,558945.7470769325,arima
1971-09-09 00:00:00.000001959,496364.3333333282,433037.16345466755,559691.5032119888,arima
1971-09-10 00:00:00.000001959,497058.6666666615,433680.1157086527,560437.2176246704,arima
1971-09-11 00:00:00.000001959,497752.9999999948,434323.10958362184,561182.8904163678,arima
1971-09-12 00:00:00.000001959,498447.33333332813,434966.1449785938,561928.5216880625,arima
1971-09-13 00:00:00.000001959,499141.66666666145,435609.2217929953,562674.1115403275,arima
1971-09-14 00:00:00.000001959,499835.99999999476,436252.3399266583,563419.6600733312,arima
1971-09-15 00:00:00.000001959,500530.3333333281,436895.499279818,564165.1673868381,arima
1971-09-16 00:00:00.000001959,501224.6666666614,437538.6997531102,564910.6335802126,arima
1971-09-17 00:00:00.000001959,501918.9999999947,438181.94124756946,565656.0587524199,arima
1971-09-18 00:00:00.000001959,502613.333333328,438825.2236646266,566401.4430020294,arima
1971-09-19 00:00:00.000001959,503307.66666666133,439468.54690610664,567146.786427216,arima
1971-09-20 00:00:00.000001959,504001.99999999464,440111.91087422636,567892.0891257629,arima
1971-09-21 00:00:00.000001959,504696.33333332796,440755.31547159236,568637.3511950636,arima
1971-09-22 00:00:00.000001959,505390.6666666613,441398.76060119894,569382.5727321237,arima
1971-09-23 00:00:00.000001959,506084.9999999946,442042.2461664255,570127.7538335636,arima
1971-09-24 00:00:00.000001959,506779.3333333279,442685.77207103494,570872.8945956208,arima
1971-09-25 00:00:00.000001959,507473.6666666612,443329.3382191713,571617.9951141512,arima
1971-09-26 00:00:00.000001959,508167.9999999945,443972.94451535743,572363.0554846317,arima
1971-09-27 00:00:00.000001959,508862.33333332784,444616.59086449334,573108.0758021624,arima
1971-09-28 00:00:00.000001959,509556.66666666116,445260.27717185376,573853.0561614685,arima
